Issue key,Pool,Service,Category,Issue Type,Description
IT-57441,ITSDL2-core-pool,DPC,DPC Policy access issue,Incident,"Â  

Dear IT leaders : 

Â  

Â Â Â Â Â Â Â Â Â Â Â  I read Abhishek in the access list already . Could you please help his access issue for /dpc/tsmc_project22/carlyang/TSMC_N5P/IT1050049 ?Â  Thanks  

Â  

Best Regards  

Carl Yang  

Â  
|{color:#333333}{color} !image009.gif!{color:#333333}{color} | 
|
 !image010.jpg|thumbnail! |{color:#333333} Â {color} | 
|  *{color:#333333} *Carl Yang*{color}*{color:#333333}Â Â Â {color}{color:#E31937}:{color}{color:#333333}Â Â Â Technical Marketing Director{color} | 
|{color:#333333} P: 88635663899Â Â Â M: 886931673298Â Â Â {color}[{color:#333333}{color}{color:#333333}www.cadence.com{color}{color:#333333}{color}|http://www.cadence.com/]{color:#333333}{color} | 
|{color:#333333} Â {color} | 
|{color:#333333}{color} !image009.gif!{color:#333333}{color} | 
 

{color:black}Â {color}{color:black}{color}  

Â  
  

 *From:* Abhishek Dabral <adabral@cadence.com> 
  *Sent:* Tuesday, January 7, 2020 5:50 PM
  *To:* Carl Yang <carlyang@cadence.com>
  *Cc:* Sankalp Srivastava <sankalp@cadence.com>; Reenee Tayal <reenee@cadence.com>; Austin Chiang <austinc@cadence.com>; Parveen Khurana <parveen@cadence.com>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Carl, 

Â  

I need access to the following location:  

/dpc/tsmc_project22/carlyang/TSMC_N5P/IT1050049 

Â  

Can you please help me with it? 

Â  

Thanks and Regards, 

Abhishek 

Â  
  

 *From:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]> 
  *Sent:* Tuesday, January 07, 2020 2:44 PM
  *To:* Abhishek Dabral <[adabral@cadence.com|mailto:adabral@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>; Reenee Tayal <[reenee@cadence.com|mailto:reenee@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Abhishek, 

The case was ready in DPC,Â  but I didnâ€™t dump out DSPF. I tried to keep same net name and cell name for comparison. 

This case used N5P v0.9 PDK with v0.5 EAD/EDV. For your reference first, I will update them with N5P 0.9 techfiles. 

Â  

/dpc/tsmc_project03/jasons/TSMC_5NM/IT636297/PVREGRESSIONS/PDK_PLUS/GOLDEN/securedTests/VIS/MODGEN/TSMC_AUTOMATION_122/TESTCASES_N5/FLOW_RESIM/test_austin/CCR/CCR2182949 

Â  

If it has any issues, just let me know. 

Â  

Thanks and regards, 

Austin 

Â  

Â  

Â  

Â  
  

 *From:* Austin Chiang 
  *Sent:* Tuesday, January 7, 2020 9:45 AM
  *To:* Abhishek Dabral <[adabral@cadence.com|mailto:adabral@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Abhishek, 

Yeah, Happy new year. And Monday evening Taiwan office had a year-end party, so we all left early for the part.  

Â  

The PDK has been copied to  

/cdn_5/cdn5p_398294/PE001494/PDK/N5P_PDK_V0d52_p1a/cds.lib 

Â  

If it still has any access permission issues, jus t let me know.  

Â  

Regards and thanks, 

Austin 

Â  

Â  
  

 *From:* Abhishek Dabral 
  *Sent:* Monday, January 6, 2020 2:39 PM
  *To:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Thanks Austin. 

Â  

I joined office today after vacations.  

Â  

Following path is used in cds.lib but not accessible to me : Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  /cdn_n5/cdn5_158453/PE001494/PDK/N5P_PDK_v0d5_2p1a/cds.ilb 

Â  

I am getting warnings related to missing  *tsmcN5* library.  

Â  

Please help.  

Â  

Thanks and Best Regards, 

Abhishek 

Â  
  

 *From:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]> 
  *Sent:* Wednesday, December 25, 2019 7:57 AM
  *To:* Abhishek Dabral <[adabral@cadence.com|mailto:adabral@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Abhishek, 

The data has been copied toÂ  /cdn_n5/cdn5p_398294/PE001494/resimDemo/20190820_testcases_forEAD/CompleteLayout_failed_RCX 

Lib/cell: RO_jr/INV_test1 

Â  

CIW:  

load â€œead_set_ss.ilâ€ 

Â  

if it still has any access permission issues, just let me know. 

Â  

Â  

Thanks and regards, 

Austin 

Â  

Â  

Â  

Â  
  

 *From:* Abhishek Dabral 
  *Sent:* Friday, December 20, 2019 1:49 PM
  *To:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Austin, 

Â  

I donâ€™t have permissions on /cdn_n5/cdn5_158453. 

Â  

Thanks and Regards, 

Abhishek 

Â  
  

 *From:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]> 
  *Sent:* Thursday, December 19, 2019 6:36 PM
  *To:* Abhishek Dabral <[adabral@cadence.com|mailto:adabral@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Abhishek, 

If you cannot access this directory, please let me know.   

EAD didnâ€™t show incomplete net status for In/Out/VDD/VSS nets. 

Â  

Lib/cell: RO_jr/INV_test1 

Â  

!image011.jpg|thumbnail! 

Â  

!image012.jpg|thumbnail! 

Â  

Â  

!image013.jpg|thumbnail!!image014.jpg|thumbnail! 

Â  

!image015.jpg|thumbnail! 

Â  

Â  

Regards and thanks, 

Austin 

Â  

Â  
  

 *From:* Abhishek Dabral 
  *Sent:* Thursday, December 19, 2019 8:57 PM
  *To:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Austin, 

Â  

Where is this testcase located? Sankalp and I tried R0_jr library but it does not have INV/test1 layout.  

Also, how can I get access to /cdn_n5/cdn5_156753/PE001639.   

Â  

Do you see incomplete nets ( yellow boxes in EAD summary widget) for net IN? Because it shows incomplete in EAD dspf.  

Â  

Thanks and Regards, 

Abhishek 

Â  
  

 *From:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]> 
  *Sent:* Tuesday, December 10, 2019 11:39 AM
  *To:* Abhishek Dabral <[adabral@cadence.com|mailto:adabral@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>; Sai Bhushan <[sbhushan@cadence.com|mailto:sbhushan@cadence.com]>; Reenee Tayal <[reenee@cadence.com|mailto:reenee@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Abhishek, 

The script to dump net paths for each resistor has been ready. Â I will continue to enhance this script. 

Â  

script: /cdn_n5/TRANSFER_AREA/to_austinc/ead_resim/dspfReader.py  

Â  

For your reference first, *.net 

Â  

!image016.png|thumbnail! 

Â  

Â  

!image017.png|thumbnail! 

Â  

Many thanks, 

Austin 

Â  

Â  

Â  
  

 *From:* Austin Chiang 
  *Sent:* Thursday, November 28, 2019 3:55 PM
  *To:* Abhishek Dabral <[adabral@cadence.com|mailto:adabral@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>; Sai Bhushan <[sbhushan@cadence.com|mailto:sbhushan@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Abhishek, 

The issue of â€œPegasus UIâ€ cannot create temporary control file has been resolved. Â  

Â  

The DSPF file for your reference first, I will be sorting out the Â R paths by layer names for your reference. 

Â  

DSPFÂ  files are in /cdn_n5/TRANSFER_AREA/to_austinc/ead_resim/INV_test1_*_ronly_1128.dspf (EAD and QRC separately) 

Â  

I will update you the result 

Â  

Many thanks, 

Austin 

Â  

Â  
  

 *From:* Austin Chiang 
  *Sent:* Thursday, November 28, 2019 1:56 PM
  *To:* Abhishek Dabral <[adabral@cadence.com|mailto:adabral@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>; Sai Bhushan <[sbhushan@cadence.com|mailto:sbhushan@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Abhishek, 

Understood. Just let me try a few rounds to see if the issue could be figured out why Pegasus UI has errors. If I still fail it, I will use batch mode to run. 

Â  

Many thanks, 

Austin 

Â  
  

 *From:* Abhishek Dabral 
  *Sent:* Thursday, November 28, 2019 1:51 PM
  *To:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>; Sai Bhushan <[sbhushan@cadence.com|mailto:sbhushan@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Austin, 

Â  

We are expecting that layer names will be different in DSPFs generated by EAD and QRC. Along with the DSPF, If you can provide information about which QRC layer maps to which EAD layer, that would be great. Â  

Â  

Our objective is to find out those layers, for which resistances extracted by EAD differ from resistances extracted by QRC. If you already know this, please let me know.  

Â  

Thanks and Best Regards, 

Abhishek 

Â  
  

 *From:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]> 
  *Sent:* Thursday, November 28, 2019 10:31 AM
  *To:* Abhishek Dabral <[adabral@cadence.com|mailto:adabral@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>; Sai Bhushan <[sbhushan@cadence.com|mailto:sbhushan@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Abhishek, 

I will use batch mode to generate QRC DSPF file. Is to deliver the DSPF file for you enough? Â Do you need me to do some preprocessing to make it easier to analyze? 

Â  

Many thanks, 

Austin 

Â  
  

 *From:* Austin Chiang 
  *Sent:* Thursday, November 28, 2019 12:41 PM
  *To:* Abhishek Dabral <[adabral@cadence.com|mailto:adabral@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>; Sai Bhushan <[sbhushan@cadence.com|mailto:sbhushan@cadence.com]>
  *Subject:* RE: TSMC Ring Oscillator issue   

Â  

Hi Abhishek, 

I face the run time issue for Pegasus UI, I donâ€™t where the problem is. Iâ€™m still working on this. 

Â  

!image018.png|thumbnail! 

Â  

Â  

Â  

Many thanks, 

Austin 

Â  
  

 *From:* Abhishek Dabral 
  *Sent:* Thursday, November 28, 2019 12:39 PM
  *To:* Austin Chiang <[austinc@cadence.com|mailto:austinc@cadence.com]>
  *Cc:* Sankalp Srivastava <[sankalp@cadence.com|mailto:sankalp@cadence.com]>; Sai Bhushan <[sbhushan@cadence.com|mailto:sbhushan@cadence.com]>
  *Subject:* TSMC Ring Oscillator issue   

Â  

Hi Austin, 

Â  

Were you able to export DSPF out of EAD and compare it with QRC dspf? 

Â  

Thanks and Regards, 

Abhishek"
IT-57439,India-pool,Hosting-VM,VM Re-Image,Service Request,plz delete VM--> ccmsprap5
IT-57438,Cisco_UC_L2,Jabber,Enable Jabber softphone,Service Request,"THIS IS A RE-HIRE REQUEST

Setup telephone for new hire - Di Su

Please setup a  phone for Di Su with extension null

====================


R E  H I R E  R E P O R T 
================================================


EMPLOYEE INFORMATION
---------------------------------------------
Name:               Di Su
Title:              Software Engineer II
Start Date:         1/13/2020
Department:         34388
Manager:            Jieqian Yu
Manager Phone:      
Employee Status:    E
Employee Number:     311930
Login:              disu

FACILITIES INFORMATION
---------------------------------------------
Location:           SHANGHAI 07
Office Type:        Cadence Office
Office Number:      7.9.102
Item Required:      


IT INFORMATION
---------------------------------------------
Telephone:          null
Alias List:         


REPORT DISTRIBUTION
---------------------------------------------
CC List:            "
IT-57437,asiapac-pool,Personal Computing Hardware,New Hire Module,Service Request,"New Hire Setup: Master ticket

New hire start date 1/13/2020
Please follow up with Di Su and Jieqian Yu  Check if the following issues have been resolved:

Install laptop/ thinclient
Install VM
Setup Telephone
Create home directory
Add aliases/ unix groups
Initial IT induction

Also check for any other pending issues/ feedback from the Di Su

Please add New Hire to these aliases: 

R E  H I R E  R E P O R T 
================================================


EMPLOYEE INFORMATION
---------------------------------------------
Name:               Di Su
Title:              Software Engineer II
Start Date:         1/13/2020
Department:         34388
Manager:            Jieqian Yu
Manager Phone:      
Employee Status:    E
Employee Number:     311930
Login:              disu

FACILITIES INFORMATION
---------------------------------------------
Location:           SHANGHAI 07
Office Type:        Cadence Office
Office Number:      7.9.102
Item Required:      


IT INFORMATION
---------------------------------------------
Telephone:          null
Alias List:         


REPORT DISTRIBUTION
---------------------------------------------
CC List:            "
IT-57436,Cisco_UC_L2,Jabber,Enable Jabber softphone,Service Request,"THIS IS A RE-HIRE REQUEST

Setup telephone for new hire - Aayushi Singh

Please setup a  phone for Aayushi Singh with extension null

====================


R E  H I R E  R E P O R T 
================================================


EMPLOYEE INFORMATION
---------------------------------------------
Name:               Aayushi Singh
Title:              Trainee
Start Date:         1/13/2020
Department:         33178
Manager:            Shagufta Siddique
Manager Phone:      
Employee Status:    C
Employee Number:     311955
Login:              aayushis

FACILITIES INFORMATION
---------------------------------------------
Location:           
Office Type:        No Seat Required
Office Number:      
Item Required:      Name Plate


IT INFORMATION
---------------------------------------------
Telephone:          null
Alias List:         


REPORT DISTRIBUTION
---------------------------------------------
CC List:            sumans"
IT-57435,India-pool,Personal Computing Hardware,New Hire Module,Service Request,"New Hire Setup: Master ticket

New hire start date 1/13/2020
Please follow up with Aayushi Singh and Shagufta Siddique  Check if the following issues have been resolved:

Install laptop/ thinclient
Install VM
Setup Telephone
Create home directory
Add aliases/ unix groups
Initial IT induction

Also check for any other pending issues/ feedback from the Aayushi Singh

Please add New Hire to these aliases: 

R E  H I R E  R E P O R T 
================================================


EMPLOYEE INFORMATION
---------------------------------------------
Name:               Aayushi Singh
Title:              Trainee
Start Date:         1/13/2020
Department:         33178
Manager:            Shagufta Siddique
Manager Phone:      
Employee Status:    C
Employee Number:     311955
Login:              aayushis

FACILITIES INFORMATION
---------------------------------------------
Location:           
Office Type:        No Seat Required
Office Number:      
Item Required:      Name Plate


IT INFORMATION
---------------------------------------------
Telephone:          null
Alias List:         


REPORT DISTRIBUTION
---------------------------------------------
CC List:            sumans"
IT-57433,Israel-pool,Outlook,Manage ServiceAccount,Service Request,"Hi,  

Â  

My mailing rules disappeared from Outlook. 

!image001.png|thumbnail! 

I had many rules. What should be done? 

Â  

Thanks, 

Michael. 

Â "
IT-57432,SFDC_IT,Apttus,Apttus NDA,Incident,"Hi, 

Â  

I need a Salesforce Apttus account for myself. 

It's required as part of running some customer designs. 

Â  

-- Eshed 

Â "
IT-57431,sam-pool,Personal Computing Software,Browser Issues/Crashes,Incident,"Â  

Â  

Best Regards,  

Asaf Elisha 

Â "
IT-57430,Hosting-IAPJ-Datacenter,UNIX,VNC/NX issues,Incident,"Dear Team, 

{color:#333333}
 rscratch area is getting full , can you please free up the memory. 
 
 ""/rscratch/ip_modeling/""{color} 

{color:#333333}Â {color} 

Host machine name : Â blrbm127  

Hostname : gprasann 

Â  

Thanks and Regards, 

Prasanna G"
IT-57429,Cisco_UC_L2,Jabber,Enable Jabber softphone,Service Request,"THIS IS A NEW-HIRE REQUEST

Setup telephone for new hire - Amber Rai Garg

Please setup a  phone for Amber Rai Garg with extension null

====================


N E W  H I R E  R E P O R T 
================================================


EMPLOYEE INFORMATION
---------------------------------------------
Name:               Amber Rai Garg
Title:              Corp Consultant
Start Date:         1/6/2020
Department:         40102
Manager:            Mukul Mathur
Manager Phone:      
Employee Status:    C
Employee Number:     313459
Login:              amberrai

FACILITIES INFORMATION
---------------------------------------------
Location:           NOIDA 01
Office Type:        Cadence Office
Office Number:      1.1.099
Item Required:      


IT INFORMATION
---------------------------------------------
Telephone:          null
Alias List:         


REPORT DISTRIBUTION
---------------------------------------------
CC List:            "
